"","Agency","Station_ID","Date","n_field","n_missing","shallowest_missing","deepest_missing","pct_missing","missing_type","depth_padding"
"1","ABC","ABC_A004",2019-08-19,100,100,1,100,100,"entire_cast_missing",TRUE
"2","ABC","ABC_B003",2019-08-16,29,10,20,29,34.4827586206897,"partial_cast_missing",TRUE
"3","ABC","ABC_B003",2020-09-04,29,10,20,29,34.4827586206897,"partial_cast_missing",TRUE
"4","ABC","ABC_B003",2022-06-23,29,10,20,29,34.4827586206897,"partial_cast_missing",TRUE
"5","ABC","ABC_B003",2019-05-02,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"6","ABC","ABC_B003",2019-12-12,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"7","ABC","ABC_B003",2020-02-05,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"8","ABC","ABC_B003",2021-02-24,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"9","ABC","ABC_B003",2021-06-16,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"10","ABC","ABC_B003",2021-11-12,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"11","ABC","ABC_B003",2022-03-18,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"12","ABC","ABC_B003",2022-09-20,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"13","ABC","ABC_B003",2023-05-08,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"14","ABC","ABC_B003",2023-09-21,29,9,21,29,31.0344827586207,"partial_cast_missing",TRUE
"15","ABC","ABC_B003",2020-11-20,29,8,22,29,27.5862068965517,"partial_cast_missing",TRUE
"16","ABC","ABC_B003",2021-09-22,29,8,22,29,27.5862068965517,"partial_cast_missing",TRUE
"17","ABC","ABC_B003",2022-10-28,29,8,22,29,27.5862068965517,"partial_cast_missing",TRUE
"18","ABC","ABC_E001",2021-06-16,12,3,10,12,25,"partial_cast_missing",TRUE
"19","ABC","ABC_B003",2020-06-26,29,7,23,29,24.1379310344828,"partial_cast_missing",TRUE
"20","ABC","ABC_A005",2019-08-16,85,19,67,85,22.3529411764706,"partial_cast_missing",TRUE
"21","ABC","ABC_B003",2023-11-14,29,6,24,29,20.6896551724138,"partial_cast_missing",TRUE
"22","ABC","ABC_A005",2020-09-04,85,17,69,85,20,"partial_cast_missing",TRUE
"23","ABC","ABC_E002",2021-06-16,16,3,14,16,18.75,"partial_cast_missing",TRUE
"24","ABC","ABC_E002",2023-05-08,16,3,14,16,18.75,"partial_cast_missing",TRUE
"25","ABC","ABC_E001",2019-08-16,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"26","ABC","ABC_E001",2020-09-04,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"27","ABC","ABC_E001",2020-11-20,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"28","ABC","ABC_E001",2021-09-22,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"29","ABC","ABC_E001",2022-06-23,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"30","ABC","ABC_A002",2021-02-24,30,4,27,30,13.3333333333333,"partial_cast_missing",TRUE
"31","ABC","ABC_E002",2019-08-16,16,2,15,16,12.5,"partial_cast_missing",TRUE
"32","ABC","ABC_E002",2020-11-20,16,2,15,16,12.5,"partial_cast_missing",TRUE
"33","ABC","ABC_A001",2019-12-12,10,1,10,10,10,"partial_cast_missing",TRUE
"34","ABC","ABC_A001",2020-02-05,10,1,10,10,10,"partial_cast_missing",TRUE
"35","ABC","ABC_A001",2022-06-23,10,1,10,10,10,"partial_cast_missing",TRUE
"36","ABC","ABC_B001",2021-06-16,10,1,10,10,10,"partial_cast_missing",TRUE
"37","ABC","ABC_D001",2019-08-16,10,1,10,10,10,"partial_cast_missing",TRUE
"38","ABC","ABC_D001",2023-05-08,10,1,10,10,10,"partial_cast_missing",TRUE
"39","ABC","ABC_D003",2021-06-16,21,2,20,21,9.52380952380952,"partial_cast_missing",TRUE
"40","ABC","ABC_C001",2020-02-05,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"41","ABC","ABC_C001",2020-09-04,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"42","ABC","ABC_C001",2020-11-20,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"43","ABC","ABC_C001",2021-06-16,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"44","ABC","ABC_C001",2021-09-22,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"45","ABC","ABC_C001",2021-11-12,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"46","ABC","ABC_C001",2023-09-21,11,1,11,11,9.09090909090909,"partial_cast_missing",TRUE
"47","ABC","ABC_E003",2019-08-16,22,2,21,22,9.09090909090909,"partial_cast_missing",TRUE
"48","ABC","ABC_E003",2021-06-16,22,2,21,22,9.09090909090909,"partial_cast_missing",TRUE
"49","ABC","ABC_E001",2020-02-05,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"50","ABC","ABC_E001",2021-02-24,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"51","ABC","ABC_E001",2021-11-12,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"52","ABC","ABC_E001",2022-03-18,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"53","ABC","ABC_E001",2022-09-20,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"54","ABC","ABC_E001",2022-10-28,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"55","ABC","ABC_E001",2023-05-08,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"56","ABC","ABC_E001",2023-09-21,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"57","ABC","ABC_E001",2023-11-14,12,1,12,12,8.33333333333333,"partial_cast_missing",TRUE
"58","ABC","ABC_B002",2020-02-05,13,1,13,13,7.69230769230769,"partial_cast_missing",TRUE
"59","ABC","ABC_C004",2020-02-05,28,2,27,28,7.14285714285714,"partial_cast_missing",TRUE
"60","ABC","ABC_C004",2021-02-24,28,2,27,28,7.14285714285714,"partial_cast_missing",TRUE
"61","ABC","ABC_C004",2021-06-16,28,2,27,28,7.14285714285714,"partial_cast_missing",TRUE
"62","ABC","ABC_C004",2023-09-21,28,2,27,28,7.14285714285714,"partial_cast_missing",TRUE
"63","ABC","ABC_D002",2021-06-16,14,1,14,14,7.14285714285714,"partial_cast_missing",TRUE
"64","ABC","ABC_A002",2021-09-22,30,2,29,30,6.66666666666667,"partial_cast_missing",TRUE
"65","ABC","ABC_C002",2019-08-16,15,1,15,15,6.66666666666667,"partial_cast_missing",TRUE
"66","ABC","ABC_C002",2020-09-04,15,1,15,15,6.66666666666667,"partial_cast_missing",TRUE
"67","ABC","ABC_C002",2021-06-16,15,1,15,15,6.66666666666667,"partial_cast_missing",TRUE
"68","ABC","ABC_C002",2021-11-12,15,1,15,15,6.66666666666667,"partial_cast_missing",TRUE
"69","ABC","ABC_C002",2022-06-23,15,1,15,15,6.66666666666667,"partial_cast_missing",TRUE
"70","ABC","ABC_E004",2021-06-16,31,2,30,31,6.45161290322581,"partial_cast_missing",TRUE
"71","ABC","ABC_E002",2019-12-12,16,1,16,16,6.25,"partial_cast_missing",TRUE
"72","ABC","ABC_E002",2020-02-05,16,1,16,16,6.25,"partial_cast_missing",TRUE
"73","ABC","ABC_E002",2020-06-26,16,1,16,16,6.25,"partial_cast_missing",TRUE
"74","ABC","ABC_E002",2021-09-22,16,1,16,16,6.25,"partial_cast_missing",TRUE
"75","ABC","ABC_E002",2021-11-12,16,1,16,16,6.25,"partial_cast_missing",TRUE
"76","ABC","ABC_E002",2022-03-18,16,1,16,16,6.25,"partial_cast_missing",TRUE
"77","ABC","ABC_E002",2022-06-23,16,1,16,16,6.25,"partial_cast_missing",TRUE
"78","ABC","ABC_E002",2023-09-21,16,1,16,16,6.25,"partial_cast_missing",TRUE
"79","ABC","ABC_E002",2023-11-14,16,1,16,16,6.25,"partial_cast_missing",TRUE
"80","ABC","ABC_A005",2020-06-26,85,5,81,85,5.88235294117647,"partial_cast_missing",TRUE
"81","ABC","ABC_D005",2020-02-05,37,2,36,37,5.40540540540541,"partial_cast_missing",TRUE
"82","ABC","ABC_E005",2020-11-20,39,2,38,39,5.12820512820513,"partial_cast_missing",TRUE
"83","ABC","ABC_E005",2023-11-14,39,2,38,39,5.12820512820513,"partial_cast_missing",TRUE
"84","ABC","ABC_D003",2019-08-16,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"85","ABC","ABC_D003",2020-09-04,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"86","ABC","ABC_D003",2020-11-20,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"87","ABC","ABC_D003",2021-02-24,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"88","ABC","ABC_D003",2021-09-22,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"89","ABC","ABC_D003",2023-05-08,21,1,21,21,4.76190476190476,"partial_cast_missing",TRUE
"90","ABC","ABC_E003",2019-12-12,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"91","ABC","ABC_E003",2020-02-05,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"92","ABC","ABC_E003",2020-06-26,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"93","ABC","ABC_E003",2020-09-04,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"94","ABC","ABC_E003",2020-11-20,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"95","ABC","ABC_E003",2021-09-22,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"96","ABC","ABC_E003",2021-11-12,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"97","ABC","ABC_E003",2022-09-20,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"98","ABC","ABC_E003",2022-10-28,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"99","ABC","ABC_E003",2023-09-21,22,1,22,22,4.54545454545455,"partial_cast_missing",TRUE
"100","ABC","ABC_B004",2020-11-20,67,3,65,67,4.47761194029851,"partial_cast_missing",TRUE
"101","ABC","ABC_C004",2019-03-18,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"102","ABC","ABC_C004",2019-05-02,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"103","ABC","ABC_C004",2019-08-16,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"104","ABC","ABC_C004",2020-09-04,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"105","ABC","ABC_C004",2021-11-12,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"106","ABC","ABC_C004",2022-09-20,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"107","ABC","ABC_C004",2023-11-14,28,1,28,28,3.57142857142857,"partial_cast_missing",TRUE
"108","ABC","ABC_A002",2019-03-18,30,1,30,30,3.33333333333333,"partial_cast_missing",TRUE
"109","ABC","ABC_E004",2020-02-05,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"110","ABC","ABC_E004",2020-09-04,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"111","ABC","ABC_E004",2020-11-20,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"112","ABC","ABC_E004",2021-09-22,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"113","ABC","ABC_E004",2021-11-12,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"114","ABC","ABC_E004",2022-06-23,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"115","ABC","ABC_E004",2023-05-08,31,1,31,31,3.2258064516129,"partial_cast_missing",TRUE
"116","ABC","ABC_B004",2019-08-16,67,2,66,67,2.98507462686567,"partial_cast_missing",TRUE
"117","ABC","ABC_B004",2020-02-05,67,2,66,67,2.98507462686567,"partial_cast_missing",TRUE
"118","ABC","ABC_B004",2020-09-04,67,2,66,67,2.98507462686567,"partial_cast_missing",TRUE
"119","ABC","ABC_B004",2021-11-12,67,2,66,67,2.98507462686567,"partial_cast_missing",TRUE
"120","ABC","ABC_C005",2021-06-16,34,1,34,34,2.94117647058824,"partial_cast_missing",TRUE
"121","ABC","ABC_C005",2022-09-20,34,1,34,34,2.94117647058824,"partial_cast_missing",TRUE
"122","ABC","ABC_D005",2019-08-16,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"123","ABC","ABC_D005",2021-02-24,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"124","ABC","ABC_D005",2021-06-16,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"125","ABC","ABC_D005",2021-11-12,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"126","ABC","ABC_D005",2022-06-23,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"127","ABC","ABC_D005",2022-10-28,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"128","ABC","ABC_D005",2023-05-08,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"129","ABC","ABC_D005",2023-09-21,37,1,37,37,2.7027027027027,"partial_cast_missing",TRUE
"130","ABC","ABC_E005",2020-06-26,39,1,39,39,2.56410256410256,"partial_cast_missing",TRUE
"131","ABC","ABC_E005",2020-09-04,39,1,39,39,2.56410256410256,"partial_cast_missing",TRUE
"132","ABC","ABC_E005",2022-06-23,39,1,39,39,2.56410256410256,"partial_cast_missing",TRUE
"133","ABC","ABC_E005",2022-10-28,39,1,39,39,2.56410256410256,"partial_cast_missing",TRUE
"134","ABC","ABC_E005",2023-09-21,39,1,39,39,2.56410256410256,"partial_cast_missing",TRUE
"135","ABC","ABC_A005",2020-02-05,85,2,84,85,2.35294117647059,"partial_cast_missing",TRUE
"136","ABC","ABC_B004",2023-09-21,67,1,67,67,1.49253731343284,"partial_cast_missing",TRUE
"137","ABC","ABC_B004",2023-11-14,67,1,67,67,1.49253731343284,"partial_cast_missing",TRUE
"138","CSD","CSD_20",2023-06-09,160,35,126,160,21.875,"partial_cast_missing",TRUE
"139","CSD","CSD_19",2023-06-09,160,34,127,160,21.25,"partial_cast_missing",TRUE
"140","CSD","CSD_17",2023-06-08,160,33,128,160,20.625,"partial_cast_missing",TRUE
"141","CSD","CSD_18",2023-06-08,160,33,128,160,20.625,"partial_cast_missing",TRUE
"142","CSD","CSD_17",2023-03-08,160,32,129,160,20,"partial_cast_missing",TRUE
"143","CSD","CSD_20",2023-03-09,160,31,130,160,19.375,"partial_cast_missing",TRUE
"144","CSD","CSD_19",2023-03-09,160,30,131,160,18.75,"partial_cast_missing",TRUE
"145","CSD","CSD_F06",2022-11-17,62,8,1,8,12.9032258064516,"partial_cast_missing",FALSE
"146","LACSD","LACSD_3101",2022-05-04,20,9,12,20,45,"partial_cast_missing",TRUE
"147","LACSD","LACSD_2501",2021-02-04,10,4,7,10,40,"partial_cast_missing",TRUE
"148","LACSD","LACSD_2901",2020-02-04,10,4,7,10,40,"partial_cast_missing",TRUE
"149","LACSD","LACSD_2901",2020-06-17,10,4,1,10,40,"partial_cast_missing",FALSE
"150","LACSD","LACSD_3001",2020-02-04,10,4,7,10,40,"partial_cast_missing",TRUE
"151","LACSD","LACSD_3101",2022-11-10,20,8,13,20,40,"partial_cast_missing",TRUE
"152","LACSD","LACSD_3101",2022-08-02,20,7,14,20,35,"partial_cast_missing",TRUE
"153","LACSD","LACSD_3101",2023-02-07,20,7,14,20,35,"partial_cast_missing",TRUE
"154","LACSD","LACSD_3051",2020-02-04,13,4,10,13,30.7692307692308,"partial_cast_missing",TRUE
"155","LACSD","LACSD_3051",2021-11-02,13,4,10,13,30.7692307692308,"partial_cast_missing",TRUE
"156","LACSD","LACSD_3051",2022-05-04,13,4,10,13,30.7692307692308,"partial_cast_missing",TRUE
"157","LACSD","LACSD_3051",2022-08-02,13,4,10,13,30.7692307692308,"partial_cast_missing",TRUE
"158","LACSD","LACSD_2501",2019-02-06,10,3,8,10,30,"partial_cast_missing",TRUE
"159","LACSD","LACSD_2501",2020-02-05,10,3,8,10,30,"partial_cast_missing",TRUE
"160","LACSD","LACSD_2501",2021-11-03,10,3,8,10,30,"partial_cast_missing",TRUE
"161","LACSD","LACSD_2501",2022-02-03,10,3,8,10,30,"partial_cast_missing",TRUE
"162","LACSD","LACSD_2501",2022-11-09,10,3,8,10,30,"partial_cast_missing",TRUE
"163","LACSD","LACSD_2801",2020-02-05,10,3,1,10,30,"partial_cast_missing",FALSE
"164","LACSD","LACSD_2801",2021-02-03,10,3,8,10,30,"partial_cast_missing",TRUE
"165","LACSD","LACSD_28012",2022-05-05,10,3,8,10,30,"partial_cast_missing",TRUE
"166","LACSD","LACSD_2901",2019-05-08,10,3,8,10,30,"partial_cast_missing",TRUE
"167","LACSD","LACSD_2901",2021-02-03,10,3,8,10,30,"partial_cast_missing",TRUE
"168","LACSD","LACSD_2901",2021-11-02,10,3,1,10,30,"partial_cast_missing",FALSE
"169","LACSD","LACSD_2901",2022-02-02,10,3,8,10,30,"partial_cast_missing",TRUE
"170","LACSD","LACSD_2901",2023-05-02,10,3,8,10,30,"partial_cast_missing",TRUE
"171","LACSD","LACSD_3001",2019-02-07,10,3,8,10,30,"partial_cast_missing",TRUE
"172","LACSD","LACSD_3001",2019-05-07,10,3,8,10,30,"partial_cast_missing",TRUE
"173","LACSD","LACSD_3001",2019-08-07,10,3,8,10,30,"partial_cast_missing",TRUE
"174","LACSD","LACSD_3001",2020-08-04,10,3,8,10,30,"partial_cast_missing",TRUE
"175","LACSD","LACSD_3001",2020-11-03,10,3,8,10,30,"partial_cast_missing",TRUE
"176","LACSD","LACSD_3001",2021-02-03,10,3,8,10,30,"partial_cast_missing",TRUE
"177","LACSD","LACSD_3001",2022-11-10,10,3,8,10,30,"partial_cast_missing",TRUE
"178","LACSD","LACSD_3101",2020-11-03,20,5,16,20,25,"partial_cast_missing",TRUE
"179","LACSD","LACSD_11",2020-02-07,200,49,1,200,24.5,"partial_cast_missing",FALSE
"180","LACSD","LACSD_9",2020-02-06,200,48,153,200,24,"partial_cast_missing",TRUE
"181","LACSD","LACSD_10",2020-02-06,200,47,154,200,23.5,"partial_cast_missing",TRUE
"182","LACSD","LACSD_3051",2019-08-07,13,3,11,13,23.0769230769231,"partial_cast_missing",TRUE
"183","LACSD","LACSD_3051",2019-11-19,13,3,11,13,23.0769230769231,"partial_cast_missing",TRUE
"184","LACSD","LACSD_3051",2021-02-03,13,3,11,13,23.0769230769231,"partial_cast_missing",TRUE
"185","LACSD","LACSD_3051",2023-02-07,13,3,11,13,23.0769230769231,"partial_cast_missing",TRUE
"186","LACSD","LACSD_9",2021-07-28,200,45,156,200,22.5,"partial_cast_missing",TRUE
"187","LACSD","LACSD_2501",2023-08-30,9,2,8,9,22.2222222222222,"partial_cast_missing",TRUE
"188","LACSD","LACSD_10",2021-07-28,200,44,157,200,22,"partial_cast_missing",TRUE
"189","LACSD","LACSD_11",2021-07-28,200,42,159,200,21,"partial_cast_missing",TRUE
"190","LACSD","LACSD_2806",2019-02-06,100,21,80,100,21,"partial_cast_missing",TRUE
"191","LACSD","LACSD_12",2021-07-27,200,40,161,200,20,"partial_cast_missing",TRUE
"192","LACSD","LACSD_2501",2019-05-09,10,2,9,10,20,"partial_cast_missing",TRUE
"193","LACSD","LACSD_2501",2019-08-08,10,2,9,10,20,"partial_cast_missing",TRUE
"194","LACSD","LACSD_2501",2019-11-21,10,2,9,10,20,"partial_cast_missing",TRUE
"195","LACSD","LACSD_2501",2020-06-16,10,2,9,10,20,"partial_cast_missing",TRUE
"196","LACSD","LACSD_2501",2020-08-05,10,2,9,10,20,"partial_cast_missing",TRUE
"197","LACSD","LACSD_2501",2020-11-04,10,2,9,10,20,"partial_cast_missing",TRUE
"198","LACSD","LACSD_2501",2021-08-04,10,2,9,10,20,"partial_cast_missing",TRUE
"199","LACSD","LACSD_2501",2022-05-05,10,2,9,10,20,"partial_cast_missing",TRUE
"200","LACSD","LACSD_2501",2023-02-08,10,2,9,10,20,"partial_cast_missing",TRUE
"201","LACSD","LACSD_2501",2023-11-02,10,2,9,10,20,"partial_cast_missing",TRUE
"202","LACSD","LACSD_25012",2021-08-04,10,2,9,10,20,"partial_cast_missing",TRUE
"203","LACSD","LACSD_2502",2019-02-06,20,4,17,20,20,"partial_cast_missing",TRUE
"204","LACSD","LACSD_2801",2019-02-06,10,2,9,10,20,"partial_cast_missing",TRUE
"205","LACSD","LACSD_2801",2019-05-08,10,2,9,10,20,"partial_cast_missing",TRUE
"206","LACSD","LACSD_2801",2019-08-08,10,2,9,10,20,"partial_cast_missing",TRUE
"207","LACSD","LACSD_2801",2019-11-21,10,2,9,10,20,"partial_cast_missing",TRUE
"208","LACSD","LACSD_2801",2020-08-05,10,2,9,10,20,"partial_cast_missing",TRUE
"209","LACSD","LACSD_2801",2021-06-09,10,2,9,10,20,"partial_cast_missing",TRUE
"210","LACSD","LACSD_2801",2022-05-05,10,2,9,10,20,"partial_cast_missing",TRUE
"211","LACSD","LACSD_2801",2023-05-03,10,2,9,10,20,"partial_cast_missing",TRUE
"212","LACSD","LACSD_28012",2019-05-08,10,2,9,10,20,"partial_cast_missing",TRUE
"213","LACSD","LACSD_2901",2019-02-07,10,2,9,10,20,"partial_cast_missing",TRUE
"214","LACSD","LACSD_2901",2019-08-07,10,2,9,10,20,"partial_cast_missing",TRUE
"215","LACSD","LACSD_2901",2019-11-19,10,2,9,10,20,"partial_cast_missing",TRUE
"216","LACSD","LACSD_2901",2020-11-03,10,2,9,10,20,"partial_cast_missing",TRUE
"217","LACSD","LACSD_2901",2021-06-09,10,2,1,10,20,"partial_cast_missing",FALSE
"218","LACSD","LACSD_2901",2021-08-03,10,2,1,10,20,"partial_cast_missing",FALSE
"219","LACSD","LACSD_2901",2023-02-07,10,2,9,10,20,"partial_cast_missing",TRUE
"220","LACSD","LACSD_29012",2019-02-07,10,2,9,10,20,"partial_cast_missing",TRUE
"221","LACSD","LACSD_29012",2022-02-02,10,2,9,10,20,"partial_cast_missing",TRUE
"222","LACSD","LACSD_3001",2019-11-19,10,2,9,10,20,"partial_cast_missing",TRUE
"223","LACSD","LACSD_3001",2020-06-17,10,2,9,10,20,"partial_cast_missing",TRUE
"224","LACSD","LACSD_3001",2021-08-03,10,2,9,10,20,"partial_cast_missing",TRUE
"225","LACSD","LACSD_3001",2021-11-02,10,2,9,10,20,"partial_cast_missing",TRUE
"226","LACSD","LACSD_3001",2022-02-02,10,2,9,10,20,"partial_cast_missing",TRUE
"227","LACSD","LACSD_3001",2022-05-04,10,2,9,10,20,"partial_cast_missing",TRUE
"228","LACSD","LACSD_3001",2022-08-02,10,2,9,10,20,"partial_cast_missing",TRUE
"229","LACSD","LACSD_3001",2023-02-07,10,2,9,10,20,"partial_cast_missing",TRUE
"230","LACSD","LACSD_30012",2020-06-17,10,2,9,10,20,"partial_cast_missing",TRUE
"231","LACSD","LACSD_3101",2019-02-07,20,4,17,20,20,"partial_cast_missing",TRUE
"232","LACSD","LACSD_3101",2020-06-17,20,4,1,20,20,"partial_cast_missing",FALSE
"233","LACSD","LACSD_2603",2019-05-09,23,4,20,23,17.3913043478261,"partial_cast_missing",TRUE
"234","LACSD","LACSD_2902",2021-11-02,30,5,1,30,16.6666666666667,"partial_cast_missing",FALSE
"235","LACSD","LACSD_3051",2023-11-01,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"236","LACSD","LACSD_3052",2020-02-04,30,5,26,30,16.6666666666667,"partial_cast_missing",TRUE
"237","LACSD","LACSD_3101",2023-05-02,12,2,11,12,16.6666666666667,"partial_cast_missing",TRUE
"238","LACSD","LACSD_3051",2019-02-07,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"239","LACSD","LACSD_3051",2019-05-07,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"240","LACSD","LACSD_3051",2020-06-17,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"241","LACSD","LACSD_3051",2020-08-04,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"242","LACSD","LACSD_3051",2021-08-03,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"243","LACSD","LACSD_3051",2022-11-10,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"244","LACSD","LACSD_30512",2019-02-07,13,2,12,13,15.3846153846154,"partial_cast_missing",TRUE
"245","LACSD","LACSD_2502",2020-02-05,20,3,18,20,15,"partial_cast_missing",TRUE
"246","LACSD","LACSD_2502",2020-08-05,20,3,18,20,15,"partial_cast_missing",TRUE
"247","LACSD","LACSD_2502",2021-06-10,20,3,18,20,15,"partial_cast_missing",TRUE
"248","LACSD","LACSD_2502",2021-11-03,20,3,18,20,15,"partial_cast_missing",TRUE
"249","LACSD","LACSD_2502",2022-05-05,20,3,18,20,15,"partial_cast_missing",TRUE
"250","LACSD","LACSD_25022",2020-02-05,20,3,18,20,15,"partial_cast_missing",TRUE
"251","LACSD","LACSD_3101",2019-05-07,20,3,18,20,15,"partial_cast_missing",TRUE
"252","LACSD","LACSD_3101",2019-11-19,20,3,18,20,15,"partial_cast_missing",TRUE
"253","LACSD","LACSD_3101",2020-02-04,20,3,18,20,15,"partial_cast_missing",TRUE
"254","LACSD","LACSD_3101",2021-06-08,20,3,18,20,15,"partial_cast_missing",TRUE
"255","LACSD","LACSD_31012",2020-06-17,20,3,18,20,15,"partial_cast_missing",TRUE
